Packet_Number,Timestamp,Data
204,2026-01-31 19:26:14,[216.11721611721612|206.5934065934066|186.08058608058607|116.48351648351648|76.92307692307692]
205,2026-01-31 19:26:14,[41.75824175824176|-5.128205128205129|-76.92307692307692|-136.996336996337|-154.57875457875457]
206,2026-01-31 19:26:14,[-157.50915750915752|-194.13919413919413|-218.3150183150183|-252.74725274725276|-260.0732600732601]
207,2026-01-31 19:26:14,[-331.86813186813185|-361.17216117216117|-330.4029304029304|-342.85714285714283|-356.7765567765568]
208,2026-01-31 19:26:14,[-340.65934065934067|-337.72893772893775|-310.6227106227106|-242.49084249084248|-202.93040293040292]
209,2026-01-31 19:26:14,[-216.84981684981685|-217.58241758241758|-181.6849816849817|-197.06959706959708|-142.85714285714286]
210,2026-01-31 19:26:14,[-183.88278388278388|-226.37362637362637|-250.54945054945054|-241.02564102564102|-283.5164835164835]
211,2026-01-31 19:26:14,[-282.7838827838828|-294.5054945054945|-298.16849816849816|-328.93772893772893|-293.7728937728938]
212,2026-01-31 19:26:14,[-290.84249084249086|-323.0769230769231|-308.42490842490844|-227.1062271062271|-192.67399267399267]
213,2026-01-31 19:26:14,[-248.35164835164835|-216.11721611721612|-182.41758241758242|-172.8937728937729|-122.34432234432235]
214,2026-01-31 19:26:14,[-134.7985347985348|-132.6007326007326|-115.75091575091575|-160.43956043956044|-165.56776556776558]
215,2026-01-31 19:26:14,[-167.76556776556777|-220.51282051282053|-229.3040293040293|-243.2234432234432|-216.11721611721612]
216,2026-01-31 19:26:14,[-219.78021978021977|-220.51282051282053|-95.97069597069597|-160.43956043956044|-70.32967032967034]
217,2026-01-31 19:26:14,[-126.73992673992674|-109.15750915750915|-64.46886446886447|-95.97069597069597|-103.2967032967033]
218,2026-01-31 19:26:14,[-79.85347985347985|-119.41391941391942|-103.2967032967033|-126.73992673992674|-127.47252747252747]
219,2026-01-31 19:26:14,[-7.326007326007326|260.8058608058608|643.9560439560439|622.7106227106227|27.83882783882784]
220,2026-01-31 19:26:14,[-487.1794871794872|-535.5311355311355|-196.33699633699635|-28.571428571428573|-21.245421245421245]
221,2026-01-31 19:26:14,[-38.827838827838825|-28.571428571428573|-18.315018315018314|-15.384615384615385|8.058608058608058]
222,2026-01-31 19:26:14,[-31.501831501831504|-5.128205128205129|-2.197802197802198|28.571428571428573|22.71062271062271]
223,2026-01-31 19:26:14,[20.512820512820515|55.67765567765568|12.454212454212454|10.989010989010989|45.42124542124542]
224,2026-01-31 19:26:14,[69.59706959706959|44.688644688644686|237.36263736263737|289.3772893772894|299.6336996336996]
225,2026-01-31 19:26:15,[301.0989010989011|306.959706959707|347.98534798534797|339.1941391941392|312.8205128205128]
226,2026-01-31 19:26:15,[255.67765567765568|180.21978021978023|108.42490842490842|79.85347985347985|-107.6923076923077]
227,2026-01-31 19:26:15,[-147.98534798534797|-216.11721611721612|-260.8058608058608|-287.9120879120879|-352.3809523809524]
